종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"262260","에이프로","KOSDAQ","일반전기전자","29950","400","1.35","206074748700"
"109960","에이프로젠 H&G","KOSDAQ","유통","659","-13","-1.93","117760148003"
"089970","에이피티씨","KOSDAQ","기계·장비","22450","1250","5.90","532078357750"
"230240","에치에프알","KOSDAQ","통신장비","31050","-550","-1.74","399986721000"
"064510","에코마이스터","KOSDAQ","기계·장비","2750","0","0.00","27821777500"
"230360","에코마케팅","KOSDAQ","기타서비스","17250","350","2.07","564644750250"
"038870","에코바이오","KOSDAQ","기타서비스","7220","200","2.85","83831376680"
"128540","에코캡","KOSDAQ","운송장비·부품","10300","-800","-7.21","149955640000"
"086520","에코프로","KOSDAQ","IT부품","115100","3100","2.77","2759599847200"
"247540","에코프로비엠","KOSDAQ","일반전기전자","502000","-6500","-1.28","11003571932000"
"383310","에코프로에이치엔","KOSDAQ","화학","75400","900","1.21","1153991872800"
"038110","에코플라스틱","KOSDAQ","운송장비·부품","2970","180","6.45","101483028900"
"073540","에프알텍","KOSDAQ","통신장비","3425","15","0.44","39045000000"
"064850","에프앤가이드","KOSDAQ","기타서비스","10550","-350","-3.21","127444000000"
"064090","에프앤리퍼블릭","KOSDAQ","유통","2230","-240","-9.72","24506382070"
"036810","에프에스티","KOSDAQ","반도체","25950","950","3.80","564588674550"
"173940","에프엔씨엔터","KOSDAQ","오락·문화","8050","160","2.03","115637284000"
"083500","에프엔에스테크","KOSDAQ","기계·장비","12350","250","2.07","103563666700"
"054940","엑사이엔씨","KOSDAQ","건설","1320","10","0.76","43789083360"
"950130","엑세스바이오","KOSDAQ","제약","15550","200","1.30","564706444850"
"205100","엑셈","KOSDAQ","소프트웨어","4180","-45","-1.07","146852901140"
"070300","엑스큐어","KOSDAQ","소프트웨어","4265","270","6.76","31416305610"
"092870","엑시콘","KOSDAQ","반도체","13650","-100","-0.73","142999133550"
"317870","엔바이오니아","KOSDAQ","기타제조","11250","0","0.00","86434368750"
"067570","엔브이에이치코리아","KOSDAQ","운송장비·부품","4240","125","3.04","139176778880"
"236810","엔비티","KOSDAQ","기타서비스","24000","350","1.48","203705112000"
"333620","엔시스","KOSDAQ","일반전기전자","18500","-200","-1.07","195292364000"
"101400","엔시트론","KOSDAQ","반도체","1235","25","2.07","39885447615"
"217820","엔에스","KOSDAQ","기계·장비","10000","510","5.37","115132370000"
"031860","엔에스엔","KOSDAQ","유통","1075","-25","-2.27","62019984675"
"365590","엔에이치스팩18호","KOSDAQ","금융","2395","80","3.46","11017000000"
"391060","엔에이치스팩20호","KOSDAQ","금융","2070","-5","-0.24","52785000000"
"391710","엔에이치스팩21호","KOSDAQ","금융","2305","0","0.00","17195300000"
"396770","엔에이치스팩22호","KOSDAQ","금융","2085","-5","-0.24","13427400000"
"265740","엔에프씨","KOSDAQ","화학","13200","-300","-2.22","117899760000"
"354200","엔젠바이오","KOSDAQ","기타서비스","16150","50","0.31","200759228800"
"208860","엔지스테크널러지","KOSDAQ","소프트웨어","2205","0","0.00","25233717915"
"183490","엔지켐생명과학","KOSDAQ","제약","54200","-200","-0.37","451558899000"
"182400","엔케이맥스","KOSDAQ","제약","23000","-650","-2.75","860991752000"
"348370","엔켐","KOSDAQ","화학","86000","-800","-0.92","1306829512000"
"069410","엔텔스","KOSDAQ","소프트웨어","9720","0","0.00","99579689280"
"227950","엔투텍","KOSDAQ","기계·장비","1585","-10","-0.63","113424864965"
"291230","엔피","KOSDAQ","기타서비스","14750","350","2.43","589997168000"
"198080","엔피디","KOSDAQ","IT부품","3340","85","2.61","71927517900"
"048830","엔피케이","KOSDAQ","화학","2070","-5","-0.24","38758520610"
"096870","엘디티","KOSDAQ","반도체","4975","-65","-1.29","33225040000"
"376190","엘비루셈","KOSDAQ","반도체","11500","100","0.88","282900000000"
"061970","엘비세미콘","KOSDAQ","반도체","13450","200","1.51","588902762400"
"138690","엘아이에스","KOSDAQ","반도체","5680","-160","-2.74","97267676880"
"290650","엘앤씨바이오","KOSDAQ","제약","34800","-700","-1.97","789434206800"
"066970","엘앤에프","KOSDAQ","IT부품","210800","900","0.43","7338003651200"
"156100","엘앤케이바이오","KOSDAQ","의료·정밀기기","10750","50","0.47","143971987250"
"073110","엘엠에스","KOSDAQ","IT부품","8980","120","1.35","79883879900"
"083310","엘오티베큠","KOSDAQ","반도체","16750","-50","-0.30","298318052750"
"037950","엘컴텍","KOSDAQ","IT부품","1280","-5","-0.39","108092824320"
"170920","엘티씨","KOSDAQ","반도체","10250","50","0.49","82198470750"
"058630","엠게임","KOSDAQ","디지털컨텐츠","11500","-100","-0.86","224754585500"
"058970","엠로","KOSDAQ","소프트웨어","37550","500","1.35","203748553000"
"019590","엠벤처투자","KOSDAQ","금융","1785","85","5.00","136182216030"
"169330","엠브레인","KOSDAQ","기타서비스","8470","-10","-0.12","75962847730"
"179290","엠아이텍","KOSDAQ","의료·정밀기기","5280","120","2.33","166367615040"
"009780","엠에스씨","KOSDAQ","음식료·담배","5670","20","0.35","99792000000"
"123040","엠에스오토텍","KOSDAQ","운송장비·부품","5470","70","1.30","200832587070"
"323230","엠에프엠코리아","KOSDAQ","섬유·의류","1675","-300","-15.19","33955030500"
"033160","엠케이전자","KOSDAQ","반도체","18100","-250","-1.36","394719170900"
"347890","엠투아이","KOSDAQ","정보기기","9110","180","2.02","153031638440"
"033310","엠투엔","KOSDAQ","금속","10350","-200","-1.90","417542090850"
"259630","엠플러스","KOSDAQ","기계·장비","16000","800","5.26","183733040000"
"065150","엠피대산","KOSDAQ","유통","754","-2","-0.26","94462933370"
"115960","연우","KOSDAQ","화학","21650","50","0.23","268416700000"
"090740","연이비앤티","KOSDAQ","IT부품","2105","0","0.00","40260402610"
"060850","영림원소프트랩","KOSDAQ","소프트웨어","10700","50","0.47","87001700000"
"007530","영신금속","KOSDAQ","금속","3115","-15","-0.48","59728417980"
"143540","영우디에스피","KOSDAQ","반도체","2205","0","0.00","98342768475"
"036560","영풍정밀","KOSDAQ","기계·장비","9270","50","0.54","146002500000"
"265560","영화테크","KOSDAQ","운송장비·부품","17350","100","0.58","185474623000"
"036000","예림당","KOSDAQ","출판·매체복제","2145","-10","-0.46","49408524165"
"250930","예선테크","KOSDAQ","화학","1925","15","0.79","63525847000"
"053280","예스24","KOSDAQ","인터넷","8890","100","1.14","222250000000"
"122640","예스티","KOSDAQ","반도체","12250","-50","-0.41","211816330250"
"900300","오가닉티코스메틱","KOSDAQ","금융","578","2","0.35","69554802762"
"045060","오공","KOSDAQ","화학","4100","35","0.86","69462093400"
"080520","오디텍","KOSDAQ","반도체","6470","70","1.09","76000560230"
"039830","오로라","KOSDAQ","기타서비스","9470","30","0.32","101924568300"
"322310","오로스테크놀로지","KOSDAQ","기계·장비","33800","-50","-0.15","316589119600"
"046120","오르비텍","KOSDAQ","기타서비스","5560","-40","-0.71","138824470800"
"014940","오리엔탈정공","KOSDAQ","기계·장비","3620","75","2.12","164976652820"
"065500","오리엔트정공","KOSDAQ","운송장비·부품","2720","20","0.74","63764720640"
"010470","오리콤","KOSDAQ","기타서비스","6380","50","0.79","76400819000"
"352910","오비고","KOSDAQ","소프트웨어","18200","-350","-1.89","208295796800"
"053980","오상자이엘","KOSDAQ","컴퓨터서비스","7210","-140","-1.90","127962229220"
"052420","오성첨단소재","KOSDAQ","IT부품","2490","0","0.00","179696616840"
"241790","오션브릿지","KOSDAQ","반도체","16950","350","2.11","169544646300"
"039200","오스코텍","KOSDAQ","제약","36000","-950","-2.57","1087434900000"
"226400","오스테오닉","KOSDAQ","의료·정밀기기","3560","15","0.42","59712072240"
"031510","오스템","KOSDAQ","운송장비·부품","2335","55","2.41","65380000000"
"048260","오스템임플란트","KOSDAQ","의료·정밀기기","137800","0","0.00","1968571802600"
"138080","오이솔루션","KOSDAQ","통신장비","33450","100","0.30","355375977750"
"080580","오킨스전자","KOSDAQ","반도체","22050","50","0.23","389828520900"
"067170","오텍","KOSDAQ","운송장비·부품","10850","50","0.46","166998914250"
"173130","오파스넷","KOSDAQ","소프트웨어","3870","-60","-1.53","45899864100"
"049480","오픈베이스","KOSDAQ","컴퓨터서비스","3500","-65","-1.82","109978340500"
"309930","오하임아이엔티","KOSDAQ","유통","4680","175","3.88","97966580400"
"244460","올리패스","KOSDAQ","제약","9160","170","1.89","237624249920"
"226950","올릭스","KOSDAQ","기타서비스","39400","50","0.13","539904504000"
"057540","옴니시스템","KOSDAQ","의료·정밀기기","2625","20","0.77","121929556875"
"082210","옵트론텍","KOSDAQ","IT부품","8580","-30","-0.35","209214694260"
"109080","옵티시스","KOSDAQ","통신장비","18900","-50","-0.26","106520400000"
"153710","옵티팜","KOSDAQ","제약","9150","10","0.11","133493540700"
"321820","와이더플래닛","KOSDAQ","출판·매체복제","17700","-200","-1.12","122085431400"
"122990","와이솔","KOSDAQ","반도체","10900","-50","-0.46","307237656900"
"232140","와이아이케이","KOSDAQ","반도체","5810","-30","-0.51","476683483500"
"065530","와이어블","KOSDAQ","통신서비스","3125","-10","-0.32","165187500000"
"067900","와이엔텍","KOSDAQ","기타서비스","10750","150","1.42","195646334250"
"155650","와이엠씨","KOSDAQ","IT부품","7180","-60","-0.83","143415890440"
"273640","와이엠텍","KOSDAQ","일반전기전자","36700","750","2.09","201226100000"
"251370","와이엠티","KOSDAQ","화학","21900","250","1.15","327514018200"
"066430","와이오엠","KOSDAQ","유통","1950","-20","-1.02","32000213700"
"193250","와이제이엠게임즈","KOSDAQ","IT부품","3605","-95","-2.57","206146730195"
"273060","와이즈버즈","KOSDAQ","기타서비스","1745","-15","-0.85","84740239790"
"019210","와이지-원","KOSDAQ","금속","7460","-30","-0.40","228080689740"
"122870","와이지엔터테인먼트","KOSDAQ","오락·문화","53400","-100","-0.19","984929304600"
"332570","와이팜","KOSDAQ","IT부품","7130","-200","-2.73","264817868280"
"079000","와토스코리아","KOSDAQ","화학","6120","20","0.33","44064000000"
"032820","우리기술","KOSDAQ","일반전기전자","1630","15","0.93","233133895900"
"041190","우리기술투자","KOSDAQ","금융","9440","240","2.61","792960000000"
"115440","우리넷","KOSDAQ","통신장비","8260","-140","-1.67","75471157440"
"046970","우리로","KOSDAQ","유통","1910","0","0.00","61214800940"
"082850","우리바이오","KOSDAQ","일반전기전자","4515","-185","-3.94","212189549670"
"215360","우리산업","KOSDAQ","운송장비·부품","21250","350","1.67","194058463750"
"072470","우리산업홀딩스","KOSDAQ","운송장비·부품","6860","60","0.88","129567159260"
"073560","우리손에프앤지","KOSDAQ","음식료·담배","2105","-5","-0.24","145745238515"
"153490","우리이앤엘","KOSDAQ","반도체","1670","-20","-1.18","85971600000"
"037400","우리조명","KOSDAQ","유통","2720","15","0.55","71327501120"
"101170","우림피티에스","KOSDAQ","기계·장비","3845","5","0.13","51907500000"
"066590","우수AMS","KOSDAQ","운송장비·부품","4995","910","22.28","177912409500"
"103840","우양","KOSDAQ","음식료·담배","4595","15","0.33","65515510000"
"046940","우원개발","KOSDAQ","건설","4785","50","1.06","86485764750"
"215380","우정바이오","KOSDAQ","기타서비스","6420","40","0.63","82643607120"
"065680","우주일렉트로","KOSDAQ","IT부품","30300","-450","-1.46","301006866000"
"018620","우진비앤지","KOSDAQ","제약","2050","-5","-0.24","59223050650"
"307280","원바이오젠","KOSDAQ","제약","2020","0","0.00","73637904160"
"053080","원방테크","KOSDAQ","기계·장비","14450","-300","-2.03","187847211150"
"032940","원익","KOSDAQ","유통","4330","85","2.00","78776685900"
"240810","원익IPS","KOSDAQ","반도체","42700","300","0.71","2095882572700"
"074600","원익QnC","KOSDAQ","비금속","28650","-150","-0.52","753151200000"
"104830","원익머트리얼즈","KOSDAQ","반도체","35200","0","0.00","443801600000"
"014190","원익큐브","KOSDAQ","유통","3225","10","0.31","114164696850"
"131390","원익피앤이","KOSDAQ","일반전기전자","27600","1100","4.15","409001916000"
"030530","원익홀딩스","KOSDAQ","기계·장비","5050","105","2.12","390051804050"
"012620","원일특강","KOSDAQ","금속","13700","50","0.37","60280000000"
"382840","원준","KOSDAQ","기계·장비","105200","3600","3.54","528124093200"
"376980","원티드랩","KOSDAQ","소프트웨어","33000","-700","-2.08","310402488000"
"008370","원풍","KOSDAQ","화학","5280","120","2.33","63360000000"
"008290","원풍물산","KOSDAQ","섬유·의류","1410","-5","-0.35","57378087390"
"101160","월덱스","KOSDAQ","반도체","28250","-400","-1.40","466435552250"
"095270","웨이브일렉트로","KOSDAQ","IT부품","5190","-190","-3.53","77700818640"
"065950","웰크론","KOSDAQ","섬유·의류","4650","120","2.65","131275554300"
"076080","웰크론한텍","KOSDAQ","건설","4400","-90","-2.00","91593682400"
"196700","웹스","KOSDAQ","화학","4645","5","0.11","66721448880"
"069080","웹젠","KOSDAQ","디지털컨텐츠","28650","-1000","-3.37","1011656826600"
"053580","웹케시","KOSDAQ","금융","26800","-300","-1.11","369471446400"
"071460","위니아딤채","KOSDAQ","일반전기전자","3770","70","1.89","135596702150"
"044340","위닉스","KOSDAQ","일반전기전자","20200","100","0.50","361043185000"
"330350","위더스제약","KOSDAQ","제약","10100","110","1.10","133205082200"
"348350","위드텍","KOSDAQ","의료·정밀기기","18400","-100","-0.54","187378240000"
"112040","위메이드","KOSDAQ","디지털컨텐츠","174400","-4500","-2.52","5811403539200"
"101730","위메이드맥스","KOSDAQ","디지털컨텐츠","39650","-150","-0.38","626296927750"
"065370","위세아이텍","KOSDAQ","출판·매체복제","18750","800","4.46","123297637500"
"038620","위즈코프","KOSDAQ","유통","2520","-10","-0.40","160154668800"
"299900","위지윅스튜디오","KOSDAQ","오락·문화","45000","5800","14.80","1922949945000"
"036090","위지트","KOSDAQ","기계·장비","1680","40","2.44","151588726800"
"136540","윈스","KOSDAQ","소프트웨어","16400","-100","-0.61","200271273200"
"320000","윈텍","KOSDAQ","기계·장비","2555","40","1.59","47265323140"
"097800","윈팩","KOSDAQ","반도체","2085","5","0.24","103555988985"
"192390","윈하이텍","KOSDAQ","금속","3770","-30","-0.79","40176497920"
"313760","윌링스","KOSDAQ","일반전기전자","20850","-150","-0.71","101372700000"
"900340","윙입푸드","KOSDAQ","금융","1115","0","0.00","53490372220"
"036200","유니셈","KOSDAQ","반도체","14050","0","0.00","430832333150"
"018000","유니슨","KOSDAQ","기계·장비","2840","65","2.34","345760994360"
"203450","유니온커뮤니티","KOSDAQ","일반전기전자","3895","45","1.17","57174732265"
"011320","유니크","KOSDAQ","운송장비·부품","6640","200","3.11","128289414800"
"086390","유니테스트","KOSDAQ","반도체","29550","-100","-0.34","624513423300"
"241690","유니테크노","KOSDAQ","운송장비·부품","8460","-110","-1.28","211597839900"
"142210","유니트론텍","KOSDAQ","유통","6180","110","1.81","77626547400"
"048430","유라테크","KOSDAQ","일반전기전자","10550","50","0.48","121536000000"
"206650","유바이오로직스","KOSDAQ","제약","33200","-1300","-3.77","1204306992400"
"089850","유비벨록스","KOSDAQ","소프트웨어","16050","-400","-2.43","114206936850"
"032620","유비케어","KOSDAQ","소프트웨어","7620","-70","-0.91","397742199180"
"264450","유비쿼스","KOSDAQ","통신장비","22250","250","1.14","227966958500"
"078070","유비쿼스홀딩스","KOSDAQ","일반전기전자","15900","-100","-0.63","297276385200"
"024800","유성티엔에스","KOSDAQ","운송","3170","5","0.16","99153219060"
"054930","유신","KOSDAQ","기타서비스","17600","200","1.15","52800000000"
"069330","유아이디","KOSDAQ","IT부품","2640","-15","-0.56","35850466080"
"049520","유아이엘","KOSDAQ","IT부품","2760","10","0.36","60126423360"
"336060","유안타제5호스팩","KOSDAQ","금융","3200","-80","-2.44","18976000000"
"367460","유안타제7호스팩","KOSDAQ","금융","2185","0","0.00","12017500000"
"367480","유안타제8호스팩","KOSDAQ","금융","2090","-10","-0.48","13564100000"
"056090","유앤아이","KOSDAQ","의료·정밀기기","4685","30","0.64","43661777855"
"263770","유에스티","KOSDAQ","금속","4750","0","0.00","112575817000"
"340930","유일에너테크","KOSDAQ","기계·장비","17900","-500","-2.72","191077917600"
"023410","유진기업","KOSDAQ","비금속","4945","5","0.10","382302217535"
"056080","유진로봇","KOSDAQ","기계·장비","5450","20","0.37","204441228400"
"373340","유진스팩6호","KOSDAQ","금융","2260","-20","-0.88","6825200000"
"388800","유진스팩7호","KOSDAQ","금융","2165","5","0.23","10846650000"
"084370","유진테크","KOSDAQ","반도체","49200","-1000","-1.99","1127469266400"
"178780","유테크","KOSDAQ","유통","1730","0","0.00","60240302320"
"179900","유티아이","KOSDAQ","IT부품","15200","650","4.47","246344804000"
"263050","유틸렉스","KOSDAQ","제약","21850","-150","-0.68","338226725400"
"191410","육일씨엔에쓰","KOSDAQ","IT부품","3875","-45","-1.15","37082727000"
"072770","율호","KOSDAQ","소프트웨어","1920","20","1.05","99436419840"
"039020","이건홀딩스","KOSDAQ","종이·목재","5120","-140","-2.66","115633710080"
"067920","이글루시큐리티","KOSDAQ","소프트웨어","7090","170","2.46","77962483710"
"044960","이글벳","KOSDAQ","유통","7830","120","1.56","98985943890"
"303530","이노뎁","KOSDAQ","소프트웨어","25350","-300","-1.17","185119617150"
"302430","이노메트리","KOSDAQ","기계·장비","15500","-650","-4.02","152414724000"
"073490","이노와이어리스","KOSDAQ","통신장비","39900","-450","-1.12","268828005600"
"215790","이노인스트루먼트","KOSDAQ","통신장비","1855","30","1.64","74725241395"
"246960","이노테라피","KOSDAQ","제약","11900","0","0.00","60025789600"
"088390","이녹스","KOSDAQ","운송장비·부품","31850","250","0.79","297824381400"
"272290","이녹스첨단소재","KOSDAQ","IT부품","44350","300","0.68","871107532300"
"053350","이니텍","KOSDAQ","소프트웨어","5330","0","0.00","105485582280"
"258610","이더블유케이","KOSDAQ","금속","5170","80","1.57","91165572410"
"041520","이라이콤","KOSDAQ","IT부품","9290","400","4.50","113233301700"
"264850","이랜시스","KOSDAQ","일반전기전자","2985","-10","-0.33","86641630920"
"054210","이랜텍","KOSDAQ","IT부품","11600","0","0.00","293378036000"
"164060","이루다","KOSDAQ","의료·정밀기기","12050","350","2.99","94171473000"
"065440","이루온","KOSDAQ","소프트웨어","2290","-35","-1.51","62459795800"
"115610","이미지스","KOSDAQ","반도체","2485","100","4.19","38090765860"
"349720","이베스트스팩5호","KOSDAQ","금융","2180","0","0.00","7891600000"
"323210","이베스트이안스팩1호","KOSDAQ","금융","2040","-5","-0.24","6528000000"
"078020","이베스트투자증권","KOSDAQ","금융","8800","70","0.80","488234472000"
"131400","이브이첨단소재","KOSDAQ","IT부품","1495","30","2.05","69957421690"
"351330","이삭엔지니어링","KOSDAQ","컴퓨터서비스","13400","650","5.10","111066168000"
"080010","이상네트웍스","KOSDAQ","인터넷","7140","90","1.28","64367100000"
"086890","이수앱지스","KOSDAQ","제약","8260","-30","-0.36","274088837680"
"047560","이스트소프트","KOSDAQ","디지털컨텐츠","16200","-200","-1.22","184277138400"
"900110","이스트아시아홀딩스","KOSDAQ","금융","148","-2","-1.33","25231112372"
"067010","이씨에스","KOSDAQ","정보기기","5770","-80","-1.37","70936380000"
"101360","이엔드디","KOSDAQ","화학","30600","150","0.49","315803719800"
"102710","이엔에프테크놀로지","KOSDAQ","화학","33450","950","2.92","477928114200"
"066980","이엔코퍼레이션","KOSDAQ","디지털컨텐츠","4420","70","1.61","170524806660"
"063760","이엘피","KOSDAQ","반도체","7640","-90","-1.16","71243993200"
"123570","이엠넷","KOSDAQ","기타서비스","6340","20","0.32","141230334520"
"083470","이엠앤아이","KOSDAQ","IT부품","2775","0","0.00","43601513175"
"095190","이엠코리아","KOSDAQ","기계·장비","4120","65","1.60","175433872440"
"091120","이엠텍","KOSDAQ","IT부품","28750","50","0.17","456778160000"
"039030","이오테크닉스","KOSDAQ","반도체","119200","2300","1.97","1468490360000"
"294090","이오플로우","KOSDAQ","의료·정밀기기","47750","950","2.03","552478005000"
"088290","이원컴포텍","KOSDAQ","운송장비·부품","7820","-200","-2.49","177015905100"
"181340","이즈미디어","KOSDAQ","의료·정밀기기","17400","-800","-4.40","123889740000"
"353810","이지바이오","KOSDAQ","음식료·담배","4580","-40","-0.87","156598077600"
"099750","이지케어텍","KOSDAQ","소프트웨어","38350","-1400","-3.52","244903100000"
"035810","이지홀딩스","KOSDAQ","음식료·담배","3985","0","0.00","259606192325"
"160600","이큐셀","KOSDAQ","기계·장비","3100","0","0.00","42720312600"
"092130","이크레더블","KOSDAQ","기타서비스","20150","150","0.75","242678540000"
"096040","이트론","KOSDAQ","정보기기","455","-2","-0.44","240205305340"
"134060","이퓨쳐","KOSDAQ","출판·매체복제","8300","90","1.10","39584775000"
"001840","이화공영","KOSDAQ","건설","5450","90","1.68","107941392000"
"024810","이화전기","KOSDAQ","IT부품","1570","-10","-0.63","131037888110"
"041830","인바디","KOSDAQ","의료·정밀기기","23150","450","1.98","316779553300"
"352940","인바이오","KOSDAQ","화학","7760","100","1.31","84333584800"
"079950","인베니아","KOSDAQ","기계·장비","2580","-65","-2.46","59856000000"
"277410","인산가","KOSDAQ","음식료·담배","2105","45","2.18","67072454895"
"060150","인선이엔티","KOSDAQ","기타서비스","11100","200","1.83","516856093200"
"033230","인성정보","KOSDAQ","컴퓨터서비스","2990","-35","-1.16","117253986200"
"037330","인지디스플레","KOSDAQ","IT부품","3020","25","0.83","132533376480"
"083640","인콘","KOSDAQ","통신장비","1665","25","1.52","74356850385"
"216050","인크로스","KOSDAQ","기타서비스","49900","50","0.10","402033172300"
"049070","인탑스","KOSDAQ","IT부품","30850","950","3.18","530620000000"
"119610","인터로조","KOSDAQ","의료·정밀기기","27300","400","1.49","354003113100"
"017250","인터엠","KOSDAQ","일반전기전자","1375","-5","-0.36","28937517125"
"035080","인터파크","KOSDAQ","유통","5400","-50","-0.92","438421480200"
"051370","인터플렉스","KOSDAQ","IT부품","16350","150","0.93","381404167200"
"064290","인텍플러스","KOSDAQ","반도체","28000","2400","9.38","355542936000"
"189300","인텔리안테크","KOSDAQ","일반전기전자","84000","-300","-0.36","771428196000"
"150840","인트로메딕","KOSDAQ","의료·정밀기기","7640","0","0.00","292107912800"
"048530","인트론바이오","KOSDAQ","제약","19100","-450","-2.30","645491414200"
"175140","인포마크","KOSDAQ","통신장비","8030","-80","-0.99","51454882930"
"115310","인포바인","KOSDAQ","통신서비스","23850","-750","-3.05","76150259550"
"039290","인포뱅크","KOSDAQ","통신서비스","22350","0","0.00","194310408300"
"071200","인피니트헬스케어","KOSDAQ","소프트웨어","7030","-110","-1.54","171507099740"
"016670","인피니티엔티","KOSDAQ","유통","973","0","0.00","97551057352"
"101930","인화정공","KOSDAQ","운송장비·부품","13000","450","3.59","121312165000"
"333430","일승","KOSDAQ","운송장비·부품","2805","-5","-0.18","86188525335"
"068330","일신바이오","KOSDAQ","기계·장비","4540","-195","-4.12","200741275600"
"058450","일야","KOSDAQ","IT부품","685","0","0.00","21741900000"
"019540","일지테크","KOSDAQ","운송장비·부품","3190","75","2.41","43108065000"
"094820","일진파워","KOSDAQ","건설","17250","250","1.47","260107730250"
"950140","잉글우드랩","KOSDAQ","화학","8610","390","4.74","171062326260"
"049550","잉크테크","KOSDAQ","화학","7620","310","4.24","149399830740"
"254120","자비스","KOSDAQ","기계·장비","2190","20","0.92","48579055230"
"221610","자안바이오","KOSDAQ","화학","440","-2555","-85.31","2928110680"
"043910","자연과환경","KOSDAQ","기타서비스","1400","30","2.19","86511555200"
"234920","자이글","KOSDAQ","일반전기전자","3890","-65","-1.64","52635239900"
"289220","자이언트스텝","KOSDAQ","오락·문화","75300","3300","4.58","727079104500"
"174880","장원테크","KOSDAQ","통신장비","2795","50","1.82","53466821135"
"049630","재영솔루텍","KOSDAQ","IT부품","1230","10","0.82","99417257970"
"110020","전진바이오팜","KOSDAQ","화학","5600","-400","-6.67","35511666400"
"208140","정다운","KOSDAQ","음식료·담배","2880","5","0.17","93685893120"
"022220","정산애강","KOSDAQ","화학","1970","5","0.25","102035320630"
"040420","정상제이엘에스","KOSDAQ","기타서비스","7920","0","0.00","124166211840"
"045510","정원엔시스","KOSDAQ","컴퓨터서비스","2535","-5","-0.20","81650555220"
"217190","제너셈","KOSDAQ","반도체","8580","100","1.18","75239512920"
"095700","제넥신","KOSDAQ","기타서비스","57600","-200","-0.35","1441678003200"
"072520","제넨바이오","KOSDAQ","유통","803","0","0.00","167981852929"
"122310","제노레이","KOSDAQ","의료·정밀기기","9070","60","0.67","132003365080"
"361390","제노코","KOSDAQ","통신장비","31150","-2300","-6.88","233649577350"
"187420","제노포커스","KOSDAQ","제약","8050","-30","-0.37","181117030500"
"225220","제놀루션","KOSDAQ","제약","15650","50","0.32","149726367000"
"123330","제닉","KOSDAQ","화학","5950","0","0.00","41650000000"
"159580","제로투세븐","KOSDAQ","유통","10050","0","0.00","201327991800"
"147830","제룡산업","KOSDAQ","금속","3650","45","1.25","73000000000"
"033100","제룡전기","KOSDAQ","IT부품","5170","90","1.77","83042654530"
"079370","제우스","KOSDAQ","기계·장비","23250","150","0.65","241428000000"
"054950","제이브이엠","KOSDAQ","기계·장비","13850","200","1.47","167445004200"
"090470","제이스텍","KOSDAQ","반도체","6540","40","0.62","95469664320"
"287410","제이시스메디칼","KOSDAQ","의료·정밀기기","7750","-20","-0.26","552570908000"
"137950","제이씨케미칼","KOSDAQ","화학","8910","-30","-0.34","198406222740"
"033320","제이씨현시스템","KOSDAQ","유통","6860","10","0.15","131125003520"
"204270","제이앤티씨","KOSDAQ","일반전기전자","7460","70","0.95","431549556360"
"026040","제이에스티나","KOSDAQ","기타제조","3335","60","1.83","55040139650"
"126880","제이엔케이히터","KOSDAQ","기계·장비","6120","190","3.20","142014006360"
"322510","제이엘케이","KOSDAQ","소프트웨어","7220","-10","-0.14","109462340580"
"033050","제이엠아이","KOSDAQ","출판·매체복제","1320","5","0.38","43004731440"
"094970","제이엠티","KOSDAQ","IT부품","4100","200","5.13","68667784000"
"058420","제이웨이","KOSDAQ","오락·문화","2160","0","0.00","7799412240"
"089790","제이티","KOSDAQ","반도체","10150","100","1.00","104702456950"
"052670","제일바이오","KOSDAQ","제약","3135","65","2.12","91319615640"
"199820","제일전기공업","KOSDAQ","일반전기전자","17750","250","1.43","197202500000"
"023440","제일제강","KOSDAQ","금속","2635","-35","-1.31","91741954435"
"038010","제일테크노스","KOSDAQ","금속","6360","-70","-1.09","57240000000"
"276730","제주맥주","KOSDAQ","음식료·담배","2505","-85","-3.28","141668298555"
"080220","제주반도체","KOSDAQ","반도체","6490","-110","-1.67","223533986170"
"216080","제테마","KOSDAQ","제약","18800","250","1.35","334000029200"
"229000","젠큐릭스","KOSDAQ","제약","16400","-100","-0.61","107558104400"
"082270","젬백스","KOSDAQ","기계·장비","16800","50","0.30","668856098400"
"064800","젬백스링크","KOSDAQ","유통","1650","-35","-2.08","137243909550"
"041590","젬백스지오","KOSDAQ","건설","1105","-45","-3.91","100499664915"
"044060","조광ILI","KOSDAQ","기계·장비","8300","60","0.73","114962544700"
"034940","조아제약","KOSDAQ","제약","3620","10","0.28","112146973740"
"067000","조이시티","KOSDAQ","디지털컨텐츠","14550","750","5.43","662704179450"
"033340","좋은사람들","KOSDAQ","섬유·의류","1055","0","0.00","52653176320"
"036930","주성엔지니어링","KOSDAQ","반도체","21150","-250","-1.17","1020470833800"
"239340","줌인터넷","KOSDAQ","인터넷","4750","-60","-1.25","128153261500"
"051980","중앙디앤엠","KOSDAQ","화학","1570","-100","-5.99","163273233300"
"072020","중앙백신","KOSDAQ","제약","15250","100","0.66","151890000000"
"000440","중앙에너비스","KOSDAQ","유통","18050","600","3.44","112399696500"
"078650","지나인제약","KOSDAQ","의료·정밀기기","7110","1640","29.98","26586387450"
"228760","지노믹트리","KOSDAQ","제약","13500","700","5.47","274421412000"
